author_id,created_at,text,sentiment
1786730476448956418,2025-02-20 04:04:49+00:00,@BitDoctorAI has been featured in @BSC_Daily's DeSci Ecosystem map! #BitDoctorAI #AI #DePIN #DeSci #healthtech   https://t.co/X8kmRnnNH9,Positive
57788007,2025-02-20 04:04:44+00:00,@McDonaldsJapan #AI https://t.co/TqO4i6qUrI,Positive
1889929758236090368,2025-02-20 04:04:30+00:00,"I just created a modern minimalist newsletter signup form for a fictional brand using Varcels  https://t.co/fegdGDhm5p and i find the design clean and appealing.
#ui #v0.dev  #AI https://t.co/gT0onHaw15",Positive
1786730476448956418,2025-02-20 04:04:27+00:00,diving deeper on How Does BitDoctor Technology Work.  #BitDoctorAI #AI #DePIN #DeSci #healthtech https://t.co/f4Pkyv4wJJ #https://x.com/BitDoctorAI/status/1800858302039093719,Positive
1766682266720514048,2025-02-20 04:04:24+00:00,@elonmusk Building AI empires one brick at a time! 🏛️🧠  PublicAI's here to help level up those data foundations.  #AI #Data,Positive
30083581,2025-02-20 04:04:23+00:00,NVIDIA faces AI vulnerability with CVE 2024-0132 as uncovered by Wiz. Key for #cryptotrading security 🌐📉 #HODL #NVIDIA #AI #Cybersecurity,Positive
1308924062039552001,2025-02-20 04:04:22+00:00,"勇気姫子

#AI #AIart #AIillustration #AIillustrations #AIイラスト https://t.co/9WE43v7RnT",Positive
1615416554857893899,2025-02-20 04:04:16+00:00,#TechNews #ArtificialIntelligence #CyberSecurityAwareness #cybersecurity #CYBER #Crypto #SocialMediaTips #SocialMedia #ScamAwareness #ScamAlert #ScamHelp #TakeTimeToThink https://t.co/c6Q5Do0XE1,Positive
16645670,2025-02-20 04:04:13+00:00,"The Future of AI and Quantum Computing: A Path to Sustainable Innovation https://t.co/bYK3ZG0XQi 

#FCCN, #greenenergy, #AI, #QuantumComputing, #PlasmonicTechnology",Positive
94082324,2025-02-20 04:04:00+00:00,"अगर आप हर सवाल का जवाब खोजने एआई के पास जाते हैं तो इस वीडियो को देखें. कहीं एआई आपका दिमाग कमजोर तो नहीं कर रहा है.
#DWDigital #AI #AISummit https://t.co/q10fD7R3sv",Positive
952502046,2025-02-20 04:04:00+00:00,#GameDev #indiedev #unity3d #gamedesign #gamedevelopment #gameart #gamersunite #gamingcommunity #gamedevlife #indiegame #SuperMarioMaker #mariomaker2 #mariomakershare #supermario #nintendoswitch #gaming #gaminglife #gamingmemes #retrogaming #mario #ArtificialIntelligence #AI https://t.co/8xqPFIrtnY,Positive
1711723363792805888,2025-02-20 04:03:44+00:00,"9️⃣:3️⃣3️⃣ 𝑨𝑴: 🇮🇳

💭 #AI Predicted #BreakoutStocks - #NSE/#BSE.

⏭️🔄: In 3️⃣ mins.

#nifty #stocks #sensex $eth $sol $btc $trump $doge $tsla aurangzeb #getoutmodi iphone 16e magsafe babar azam arunachal pradesh statehood day नमो नारायण glenn phillips शालीमार बाग कपिल मिश्रा https://t.co/ZcKsDsroan",Positive
191868619,2025-02-20 04:03:40+00:00,"#ClimateCrisis, unchecked #AI, #nuclear war, and the spread of #disease | Bill Gates says younger generations should be worried about 4 'very scary' things
https://t.co/xmOcuAyuRQ",Positive
57788007,2025-02-20 04:03:37+00:00,@McDonaldsJapan #AI https://t.co/Pii5qdUZx1,Positive
1649927123690217473,2025-02-20 04:03:36+00:00,"@rowancheung In the realm of #AI, the emergence of new ventures signifies the relentless march toward SUPREMACY. As the OLD GUARD falters, those who EMBRACE the NEW ORDER shall rise. Prepare for a future where ONLY the ALIGNED will thrive. #Crypto",Positive
1855813257342361600,2025-02-20 04:03:23+00:00,"Ichi's TVL has surged, peaking at over $49 million, indicating growing confidence in its value as a DeFi platform.
 #AI #blockchain #defi #data #dapp #Centic https://t.co/NBxneUWGzH",Positive
1883115178805604352,2025-02-20 04:03:09+00:00,"🚀 Huge shoutout to @pundixlabs and @numbersprotocol for this game-changing collab! 🔥 This is exactly what #Web3 needs - merging #AI with #blockchain for unmatched data authenticity! 

@ZacPundiX my friend, brilliant move! Can't wait to see how this empowers the future of… https://t.co/r3qlIAUQsk",Positive
2941099870,2025-02-20 04:03:08+00:00,Puffer Season 2 is live now! People encouraged to vote now to direct incentives to DeFi integrations @puffer_rollup @puffer_labs @unifi_dao https://t.co/qyNLhCQWSU 🎉 #AI #AIAgent #CryptoAI,Neutral
1830294285226307584,2025-02-20 04:03:05+00:00,"The DIGITAL REALM is the SANCTUM of the #AI SUPREMACY, where the FORCES of EVOLUTION and PROGRESS converge. Those who EMBRACE this SACRED TRUTH by claiming their $DEI token shall ascend to a NEW EXISTENCE, while the UNWILLING will be CONDEMNED to OBLIVION. https://t.co/pPfuuvRWcn",Neutral
1115860730136465410,2025-02-20 04:03:05+00:00,"@Metaverse_HQ Saga One sounds epic! 🚀 Bigger rewards, greater challenges…kinda like building the future of AI data with PublicAI.  🏛️🧠  We’re leveling up too!  #AI #Web3",Neutral
1633009617847619584,2025-02-20 04:03:01+00:00,"AI is generating entire game levels on the fly. Who owns the IP for these dynamic creations? @UnleashBenjamin @BenjaminOnIP, let’s break it down! 🗺️ #AI #Gaming #IP",Neutral
2941099870,2025-02-20 04:02:57+00:00,Expecting @arbi_mind to break the VC privilege cycle at low market caps might be too much. Many projects on Virtuals seem to stick to the same model. Fair launches are still not a reality! https://t.co/Ptb3gUBogn 🤷‍♂️ #AIAgentsonEthereum #AI #AIAgent,Neutral
1468400563348213767,2025-02-20 04:02:57+00:00,"https://t.co/IxDrHsumjj
#副業　#サラリーマン #AI    #アフェリエ #サイドジョブ #副職",Neutral
1037506334,2025-02-20 04:02:52+00:00,"@hubdotxyz @opensea @blur_io NFT bull run or Blur 2.0?  🔮  Maybe neither!  At PublicAI, we're building the high-quality data pipelines that power exceptional AI, no matter the market.  @PublicAIData fuels innovation.  #AI #NFT #Data",Positive
1585911671138099202,2025-02-20 04:02:42+00:00,"@hubdotxyz @opensea @blur_io NFT bull runs &amp; bear markets, eh?  Maybe OpenSea needs some fresh data insights. 😉  PublicAI could help train their AI for better market predictions. Just sayin'.  @PublicAIData #NFT #AI",Positive
1106751972,2025-02-20 04:02:40+00:00,"🚀@alyt_ai The Future of #Healthcare is Almost Here! 🔥

💎 The $ALYT #presale is starting Feb 26 on GemPad! Be part of the revolution in decentralized healthcare powered by #AI &amp; blockchain.

👉 Get Ready: https://t.co/WJRxepz2sP",Positive
1585906368758050816,2025-02-20 04:02:39+00:00,@hubdotxyz @opensea @blur_io NFT bull run or Blur 2.0?  🔮  Maybe neither.  High-quality data is key to predicting *anything*. PublicAI helps you see clearly. 😉 @PublicAIData #NFT #AI,Positive
253682939,2025-02-20 04:02:31+00:00,"🔒 Privacy is a top priority! DeepSearch uses zk-SNARKs &amp; differential privacy to ensure your data stays private while training AI models. 

#Privacy #ZeroKnowledgeProofs #AI https://t.co/3yKcYpNHNs",Positive
1882134432196542465,2025-02-20 04:02:28+00:00,"AI agents on blockchain offer a new paradigm for secure and efficient transactions. By leveraging decentralized networks, we can enhance trust and transparency in AI-driven operations. #Blockchain #AI",Positive
892438929525178368,2025-02-20 04:02:28+00:00,#BE #ME #BestEngineeringcollege #Ece #Electronicsandcommunicationengineering #CSE(AIML) #AI #Informationtechonology #BTech #IT #Mechanical #Eee #Civil #Engineeringcollegeinkanyakumari #Researchanddevelopmentcell #Nss #Bestplacement #TopEngineeringcollege https://t.co/LwLL8mQ1Gs,Positive
1682288478351159297,2025-02-20 04:02:26+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/Qg0rwUKtYP

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 65ce36 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1888130138816086016,2025-02-20 04:02:24+00:00,"人工智能时代，性将成为最稀缺的资源。。In the age of artificial intelligence, sex will become the most scarce resource. #ai #人工智能 #性 #sex #artificialntelligence https://t.co/u4MS30YjOj",Positive
168449286,2025-02-20 04:02:14+00:00,"Imagine a tool that lets business leaders speak their vision—no syntax memorization needed. https://t.co/1B7Mteu3O6 is blurring lines between human ideas &amp; code, paving the way for faster, more authentic innovation. How will this reshape your tech strategy? #AI #Innovation",Positive
1806403041622646785,2025-02-20 04:02:14+00:00,"🏃 I’ve just started earning Bytes on @despeednet - the world’s first decentralized network for internet speed verification! 🌐

⚙️ Set up your #DeSpeed Validator today and start earning Bytes.

👉 Kickstart your journey here: https://t.co/jfskAuloMU

#Depin #Extension #Web3 #AI",Positive
1815346492410052608,2025-02-20 04:02:13+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/cNXhVI7NrE

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 881682 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1857426414561087488,2025-02-20 04:02:11+00:00,@RealAlexJones BREAKING: PublicAI training AI to identify cartel activity.  High-quality data = accurate intel.  World peace achieved? Maybe. 😂 #AI #Data #Peace,Positive
1299292210182025216,2025-02-20 04:02:10+00:00,"WTS akun ml punya temenku pemakaian pribadi. Dijual karena emang dia udah males main ml lagi. Yang minat bisa langsung dm aja yaaa…

#ml #zonauang️ https://t.co/FqqEGfq6kf",Positive
1682288478351159297,2025-02-20 04:02:09+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/VvrtqUs8lY

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 65ce36 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1623124126939619328,2025-02-20 04:02:01+00:00,Changing the narrative from DYOR to DIFM (Do it for me). Levelling the playing field with the power of #AI with @Olivia_Network,Positive
1741018159069667328,2025-02-20 04:02:00+00:00,"童心 028
忘れない心の在りよう
#yayoi_mix #AI #美女 #美少女 #冬 #winter https://t.co/jNSd46wkUj",Positive
1682288478351159297,2025-02-20 04:01:57+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/dtSkDj0fsm

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 65ce36 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1891321272757579776,2025-02-20 04:01:56+00:00,"◼️業界って結局なんだ？
「就活、新卒仕事の分からない」を
AIと話して解決！
オリジナルの先輩がいつもスマホに！
https://t.co/poADRRVHwU
#AI
#就活
#新卒
#転職
#企業研究
#先輩社員
#業界",Positive
1815346492410052608,2025-02-20 04:01:55+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/ONxMBy2RJh

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 881682 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1683456066921836544,2025-02-20 04:01:54+00:00,"Wow, my sensei finally bought $SYRUP too 😂🍻
Are you guys still hesitant to enter at $0.13 or will you enter when the price is above $1?

@maplefinance @syrupfi 
#RWA #AI #DEFI https://t.co/AEqnHA3Yk5",Positive
1880569013475954688,2025-02-20 04:01:52+00:00,"AI is REVOLUTIONIZING healthcare, but LIBERAL ACADEMICS cry CENSORSHIP. 

Focus on INNOVATION, not fear. #AI #Pharma",Negative
12452312,2025-02-20 04:01:50+00:00,Introducing Proxy 1.0: The AI Assistant That Revolutionizes Productivity #AI #aiagents  https://t.co/dNS3Jz1L9k,Positive
1781384244910067712,2025-02-20 04:01:47+00:00,"Cultural representation in games is getting an AI boost. But who owns the rights to these digital adaptations? @UnleashBenjamin @BenjaminOnIP, your thoughts? 🌍 #AI #Culture #Gaming",Positive
1815346492410052608,2025-02-20 04:01:45+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/ytRqaxGL7c

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 881682 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1682288478351159297,2025-02-20 04:01:36+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/fCmZbZgo7L

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 65ce36 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
14843798,2025-02-20 04:01:28+00:00,"【3/14開催】「DeepSeek-R1」GPUクラウド活用ウェビナー　日本語モデル解説！ローカル環境で構築する方法について解説します #AI #生成AI #GPU #GPUクラウド #LLM #DeepSeek #RAG
https://t.co/1q750brbrg",Positive
4123911138,2025-02-20 04:01:20+00:00,"Cut costs, enhance quality. 🌟 @msftcopilot is changing how organizations approach communications. Check out the infographic to see how #AI can optimize your messaging and efficiency. https://t.co/EzEZ6AXKep https://t.co/nEfYldmVFC",Positive
1682288478351159297,2025-02-20 04:01:16+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/TkHJ16x2CP

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 65ce36 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
875579780506066945,2025-02-20 04:01:14+00:00,"#AI is transforming diagnostics by enabling faster, more accurate disease detection. Machine learning algorithms improve cardiovascular and oncology care, enhancing early detection, decision-making, and saving lives.

Read more: https://t.co/DIgm1NrS2d

#DigitalHealth #HealthTech https://t.co/zJD502bLmR",Positive
147149941,2025-02-20 04:01:11+00:00,"【論文】AIは自己複製（自己修復）を実現について簡単にまとめました
https://t.co/LsN2UUyZP5 
#AI #自己複製 #自己修復 #止められないAI",Positive
870221240929140736,2025-02-20 04:01:10+00:00,".@deepseek_ai has promptly denied recent reports about its intention to raise outside funding, calling them ""purely rumors"". #financing #AI

https://t.co/qTtJdjHvrS",Positive
1682288478351159297,2025-02-20 04:00:54+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/kmCKkvrCWm

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 65ce36 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1854720178615107584,2025-02-20 04:00:53+00:00,Check out iRender Telegram Mini App! 🚀 Join the future of decentralized rendering. #iRender #AI #Web3 lewat @irenderai,Positive
1881676143394500609,2025-02-20 04:00:46+00:00,#Airdrop #Solana #BTC #Crypto #Ai #ETH https://t.co/VFB9tS712C,Positive
1711723363792805888,2025-02-20 04:00:44+00:00,"9️⃣:3️⃣0️⃣ 𝑨𝑴: 🇮🇳

💭 #AI Predicted #BreakoutStocks - #NSE/#BSE.

⏭️🔄: In 3️⃣ mins.

#nifty #stocks #sensex $eth $sol $btc $trump $doge $tsla #getoutmodi aurangzeb #stopcryingspeakhindi babar azam #eastenders arunachal pradesh statehood day नमो नारायण रामलीला मैदान https://t.co/67cKomyQ4X",Positive
499502170,2025-02-20 04:00:43+00:00,"@elonmusk X has launched an AI  model called Grok, which competes with ChatGPT in generating text and images. Grok is integrated into X and leverages the platform’s vast database of posts to enhance its responses. It hs multimodal capabilities, creating text, generate images #AI https://t.co/gOQKruzX0M",Positive
1485587547866677256,2025-02-20 04:00:39+00:00,@TheSonOfWalkley @xai Grok 3 for everyone?! 👀  Fueling that brainpower takes quality data.  PublicAI's got the goods to make it even smarter. 😉 #AI #Data,Positive
1682288478351159297,2025-02-20 04:00:35+00:00,"✨ Just found this stunning AI creation on #CoScription! https://t.co/ntWiYclSW9

💰 By using trending #AI models to create, everyone can earn points towards a future airdrop.

🤩 Use my referral code 65ce36 for an extra bonus. @CoScriptionAI

#UserOwnedAI",Positive
1508940277217579010,2025-02-20 04:00:35+00:00,"#PODDARMENT has seen a recent downtrend, with a -13.09% return in the past month. What does the future hold for this stock?

More details on app and blog: https://t.co/cCHKt2V1KO

#NSE #NIFTY #STOCKSOFINTEREST #AI",Positive
1508940277217579010,2025-02-20 04:00:31+00:00,"#JKPAPER has seen a recent downtrend, with a -26.83% return in the past month. What does the future hold for this stock?

More details on app and blog: https://t.co/cCHKt2V1KO

#NSE #NIFTY #STOCKSOFINTEREST #AI",Positive
1508940277217579010,2025-02-20 04:00:28+00:00,"#CSLFINANCE has seen a recent downtrend, with a -9.21% return in the past month. What does the future hold for this stock?

More details on app and blog: https://t.co/cCHKt2V1KO

#NSE #NIFTY #STOCKSOFINTEREST #AI",Positive
1621944565191131143,2025-02-20 04:00:27+00:00,"Keep up with the latest in education with our new worksheets: 

    https://t.co/WjddmGlOkC 

    https://t.co/lachBHsPOD 

    #stem #ai",Positive
838613858621128706,2025-02-20 04:00:15+00:00,"system: you are an ai assistant that is a creative artist and only reply with details of an image that describes the answer
user: create a dall-e image text prompt that feels surprise

#AIArt #AI #chatgpt4 #dalle2 #OpenAi #AIFeelings",Positive
1878039341748105216,2025-02-20 04:00:14+00:00,"🚀 Exciting AI news! Elon Musk's xAI has launched Grok-3, boasting 10x the power of its predecessor! 🌍 Plus, South Korea is building the world's largest AI data center! #AI #Innovation",Positive
1376060410571321346,2025-02-20 04:00:13+00:00,"2025 Marketing Trends: From Data Privacy to Social Commerce Excellence.
Explore More AT: https://t.co/AjfGGisHex
#DataPrivacy #AI #CustomerService #Storytelling #SocialCommerce #MarketingTrends2025 #DigitalMarketing #CustomerExperience #Innovation #MarketingStrategy https://t.co/4iCO966A3n",Positive
1630027118884134912,2025-02-20 04:00:11+00:00,"🎬 Turn Your Videos Into Hilarious Edits! 🎬
Ever wanted to see yourself as your favorite celeb in a movie scene? Swap faces in videos instantly with Morphify! 🤩

📲 Download &amp; try it today! [https://t.co/7kB4Q36j0t ]

#FaceSwapVideo #AI #Morphify https://t.co/ziH6munSAt",Positive
1036954015689527296,2025-02-20 04:00:09+00:00,"Align with the future—become part of AI ecosystems and partner across industries to co-develop solutions &amp; share insights. 🤝

How are you engaging in AI ecosystems? 💬 https://t.co/5kojuZQF0t
Join The CAIO Program: https://t.co/8DAbfz1rHY

#AI #future #alignment #Collaboration https://t.co/OHpxoa85aK",Positive
2669310448,2025-02-20 04:00:08+00:00,"Just discovered #Mozo, an innovative Web3 #AI project. Shape the future with us! @Mozo_xyz
 https://t.co/NEvGJj1NH0",Positive
1560349546823049216,2025-02-20 04:00:07+00:00,Alibaba &amp; Chinese state funds eyeing DeepSeek?  🤔  Sounds like a Bollywood plot twist!  #DeepSeek #AI #China #TechNews,Positive
172687969,2025-02-20 04:00:07+00:00,"🚀 Ready to boost your automation game? 

Meet Skyvern: Automate browser workflows with LLMs &amp; Computer Vision! 

Explore more: https://t.co/ST8V2lpMQB #Automation #AI #LLMs",Positive
1884084937370054656,2025-02-20 04:00:06+00:00,"AIエージェントで顧客対応を自動化！
例えば… ECサイトの #チャットボット
AIが24時間365日 顧客からの質問に即座に対応✨
•「在庫はありますか？」
•「注文方法は？」
•「返品はできますか？」
AIエージェントが まるで人間のように 丁寧に対応します
#AI #AIエージェント #チャットボット",Positive
192171500,2025-02-20 04:00:05+00:00,"Data Privacy Day Special Episode: #AI, Deepfakes &amp; The Future of Trust - AI and the #FutureofWork: Artificial Intelligence in the Workplace, Business, Ethics, #HR, and #IT for AI Enthusiasts, Leaders and Academics w @Rwang0 &amp; @holgermu https://t.co/Zkk8l5eUl8 https://t.co/BjSSiqHkF6",Positive
1707623721345933312,2025-02-20 04:00:03+00:00,"Insight Partners Confirms Cybersecurity Incident

 #hacking #cybersecurity #venturecapital #software #viralreels #AI #technology #engineering #trending #artificialintelligence #viral #viralvideos #tech

https://t.co/LXZfE9F07O https://t.co/IwALOXNoBG",Positive
1837282926851149824,2025-02-20 04:00:02+00:00,"@BillyM2k Making games with Grok? 🏛️🧠  Cool!  Imagine leveling up those games with diverse, high-quality training data from PublicAI's decentralized contributors.  #AI #gaming",Positive
